raw_tag,canonical_id,brick_class,equipment_type,equipment_id,point_role,subsystem,zone_id,unit,param_key,description
HOSPITAL_MAIN_AHU1_FLTR_DP,HOSPITAL_MAIN_AHU1_FLTR_DP,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
DATACENTER-WEST-Z4-SOLAR-FRAC,DATACENTER-WEST-Z4-SOLAR-FRAC,Solar_Factor_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_4,ratio,solar_factor,Standard Solar_Factor_Parameter point for Building_Main in zone_4
BLDG1.Z3.CM.PARAM,BLDG1.Z3.CM.PARAM,Thermal_Capacitance_Mass_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,kJ/K,C_m,Standard Thermal_Capacitance_Mass_Parameter point for Building_Main in zone_3
HospitalMainVavWestDamperCmd,HospitalMainVavWestDamperCmd,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_5,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_5
hq-ahu3-supply-temp,hq-ahu3-supply-temp,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
datacenter/west/core/temp/sp,datacenter/west/core/temp/sp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_1
facility-a-solar-irrad,facility-a-solar-irrad,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
facility a ahu3 sat sp,facility a ahu3 sat sp,Supply_Air_Temperature_Setpoint,Air_Handling_Unit,Building_Main,setpoint,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Setpoint point for Building_Main in unassigned
HQ.FLOOR1.Z5.TEMP.SENS,HQ.FLOOR1.Z5.TEMP.SENS,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_5
CAMPUS.ENG.AHU1.FAN.PWR.KW,CAMPUS.ENG.AHU1.FAN.PWR.KW,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Bldg1Chlr2ChwRetT,Bldg1Chlr2ChwRetT,Chilled_Water_Return_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Return_Temperature_Sensor point for Chiller_2 in unassigned
Bldg1 Vav Z2 Dmpr Pos,Bldg1 Vav Z2 Dmpr Pos,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_2,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_2
FacilityASolarIrrad,FacilityASolarIrrad,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
Hq-Zn2-Area-Sqm,Hq-Zn2-Area-Sqm,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_2
HospitalMainZ4Co2Ppm,HospitalMainZ4Co2Ppm,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_4,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_4
hq south occupancy count,hq south occupancy count,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,count,none,Standard Occupancy_Sensor point for Building_Main in zone_3
datacenter.west.ahu3.fltr.dp,datacenter.west.ahu3.fltr.dp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
TOWER-NORTH-WEST-OCCUPANCY-COUNT,TOWER-NORTH-WEST-OCCUPANCY-COUNT,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,count,none,Standard Occupancy_Sensor point for Building_Main in zone_5
TOWER/NORTH/Z01/SOLAR/FRAC,TOWER/NORTH/Z01/SOLAR/FRAC,Solar_Factor_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,ratio,solar_factor,Standard Solar_Factor_Parameter point for Building_Main in zone_1
HqZ4TempSp,HqZ4TempSp,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_4
Hospital Main Z01 Rm Param,Hospital Main Z01 Rm Param,Mass_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,K/kW,R_m,Standard Mass_Thermal_Resistance_Parameter point for Building_Main in zone_1
hospital.main.z5.room.temp,hospital.main.z5.room.temp,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_5
CAMPUS_ENG_FLOOR1_Z1_REXT_PARAM,CAMPUS_ENG_FLOOR1_Z1_REXT_PARAM,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_1
HOSPITAL_MAIN_CHLR1_POWER_KW,HOSPITAL_MAIN_CHLR1_POWER_KW,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
TOWER_NORTH_CHLR2_POWER_KW,TOWER_NORTH_CHLR2_POWER_KW,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
Facility-A-Ahu3-Fan-Kw,Facility-A-Ahu3-Fan-Kw,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Campus Eng Z2 Occupancy Count,Campus Eng Z2 Occupancy Count,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_2,count,none,Standard Occupancy_Sensor point for Building_Main in zone_2
Bldg1OutdoorTempSens,Bldg1OutdoorTempSens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
CAMPUS_ENG_CHLR2_CHW_SUP_T,CAMPUS_ENG_CHLR2_CHW_SUP_T,Chilled_Water_Supply_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Sensor point for Chiller_2 in unassigned
HOSPITAL MAIN Z5 RAT,HOSPITAL MAIN Z5 RAT,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_5
TOWER-NORTH-MAIN-MTR-KW,TOWER-NORTH-MAIN-MTR-KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
bldg1_vav_zn4_air_flow,bldg1_vav_zn4_air_flow,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_4
DATACENTER WEST NORTH REXT PARAM,DATACENTER WEST NORTH REXT PARAM,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_2
FacilityAZ1Co2Ppm,FacilityAZ1Co2Ppm,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_1
HospitalMainSolarGhiSens,HospitalMainSolarGhiSens,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
FacilityAZ01OccupancyCount,FacilityAZ01OccupancyCount,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,count,none,Standard Occupancy_Sensor point for Building_Main in zone_1
TowerNorthChlr1ElecKw,TowerNorthChlr1ElecKw,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
TowerNorthChlr2PowerKw,TowerNorthChlr2PowerKw,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
HospitalMainAhu3FanStat,HospitalMainAhu3FanStat,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
datacenter west chlr2 elec kw,datacenter west chlr2 elec kw,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
FACILITY/A/CHLR1/POWER/KW,FACILITY/A/CHLR1/POWER/KW,Electric_Power_Sensor,Chiller,Chiller_1,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_1 in unassigned
HOSPITAL MAIN VAV ZN2 AIR FLOW,HOSPITAL MAIN VAV ZN2 AIR FLOW,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_2
Hq/Vav/North/Dat/Sp,Hq/Vav/North/Dat/Sp,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_2,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_2
HqAhu1SatSp,HqAhu1SatSp,Supply_Air_Temperature_Setpoint,Air_Handling_Unit,Building_Main,setpoint,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Setpoint point for Building_Main in unassigned
CAMPUS.ENG.PERIM.S.RH.SENS,CAMPUS.ENG.PERIM.S.RH.SENS,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_3
datacenter_west_perim_w_temp_sens,datacenter_west_perim_w_temp_sens,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_5,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_5
bldg1_vav_west_air_flow,bldg1_vav_west_air_flow,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_5,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_5
facility a ahu1 fltr dp,facility a ahu1 fltr dp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
datacenter west zn3 temp sens,datacenter west zn3 temp sens,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_3
TowerNorthChlr2ChwSupT,TowerNorthChlr2ChwSupT,Chilled_Water_Supply_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Sensor point for Chiller_2 in unassigned
hq-vav-perim-s-air-flow,hq-vav-perim-s-air-flow,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_3,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_3
Tower/North/Z05/Rh/Sens,Tower/North/Z05/Rh/Sens,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_5
TOWER.NORTH.PERIM.E.RH.SENS,TOWER.NORTH.PERIM.E.RH.SENS,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_4,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_4
BLDG1-MAIN-MTR-KW,BLDG1-MAIN-MTR-KW,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Tower-North-Chlr2-Elec-Kw,Tower-North-Chlr2-Elec-Kw,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
CampusEngVavFloor1Z5DmprPos,CampusEngVavFloor1Z5DmprPos,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_5,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_5
BLDG1/AHU2/SAT,BLDG1/AHU2/SAT,Supply_Air_Temperature_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Sensor point for Building_Main in unassigned
BLDG1-VAV-EAST-DAT-SP,BLDG1-VAV-EAST-DAT-SP,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_4
TowerNorthZone1OccupancyCount,TowerNorthZone1OccupancyCount,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_1,count,none,Standard Occupancy_Sensor point for Building_Main in zone_1
CampusEngOutdoorTempSens,CampusEngOutdoorTempSens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
Bldg1Ahu3FanStat,Bldg1Ahu3FanStat,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
FacilityAAhu2FanPwrKw,FacilityAAhu2FanPwrKw,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
BLDG1 AHU2 FAN STAT,BLDG1 AHU2 FAN STAT,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
CampusEngOutdoorTempSens,CampusEngOutdoorTempSens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
tower_north_ahu1_fltr_dp,tower_north_ahu1_fltr_dp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
HqVavFloor1Z2DamperCmd,HqVavFloor1Z2DamperCmd,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_2,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_2
DatacenterWestVavFloor1Z5DatSp,DatacenterWestVavFloor1Z5DatSp,Discharge_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_5,deg_C,none,Standard Discharge_Air_Temperature_Setpoint point for Building_Main in zone_5
tower-north-zone-1-rext-param,tower-north-zone-1-rext-param,Envelope_Thermal_Resistance_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_1,K/kW,R_ext,Standard Envelope_Thermal_Resistance_Parameter point for Building_Main in zone_1
facility.a.zn4.room.temp,facility.a.zn4.room.temp,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_4
datacenter_west_solar_irrad,datacenter_west_solar_irrad,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
TOWER-NORTH-ZN4-RH-SENS,TOWER-NORTH-ZN4-RH-SENS,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_4,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_4
HospitalMainBldgTotalPwrKw,HospitalMainBldgTotalPwrKw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
FacilityAVavFloor1Z5DmprPos,FacilityAVavFloor1Z5DmprPos,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_5,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_5
campus_eng_floor1_z1_rat,campus_eng_floor1_z1_rat,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_1,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_1
HospitalMainZ2RhSens,HospitalMainZ2RhSens,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_2,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_2
FACILITY/A/SOUTH/CO2/PPM,FACILITY/A/SOUTH/CO2/PPM,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_3
HOSPITAL.MAIN.VAV.ZONE.4.AIR.FLOW,HOSPITAL.MAIN.VAV.ZONE.4.AIR.FLOW,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_4
TOWER/NORTH/Z3/OCCUPANCY/COUNT,TOWER/NORTH/Z3/OCCUPANCY/COUNT,Occupancy_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,count,none,Standard Occupancy_Sensor point for Building_Main in zone_3
campus.eng.main.mtr.kw,campus.eng.main.mtr.kw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
FACILITY-A-VAV-SOUTH-DAMPER-CMD,FACILITY-A-VAV-SOUTH-DAMPER-CMD,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_3,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_3
HospitalMainOutdoorTempSens,HospitalMainOutdoorTempSens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
hospital/main/chlr2/chw/ret/t,hospital/main/chlr2/chw/ret/t,Chilled_Water_Return_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Return_Temperature_Sensor point for Chiller_2 in unassigned
hospital_main_outdoor_temp_sens,hospital_main_outdoor_temp_sens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
TowerNorthAhu2FanKw,TowerNorthAhu2FanKw,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
DatacenterWestFloor1Z3RhSens,DatacenterWestFloor1Z3RhSens,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_3,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_3
Bldg1 Chlr2 Chw Sup T,Bldg1 Chlr2 Chw Sup T,Chilled_Water_Supply_Temperature_Sensor,Chiller,Chiller_2,sensor,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Sensor point for Chiller_2 in unassigned
facility_a_z4_rat,facility_a_z4_rat,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_4
Datacenter.West.Ahu2.Fan.Stat,Datacenter.West.Ahu2.Fan.Stat,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
HqZn2RoomTemp,HqZn2RoomTemp,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_2
HQ.NORTH.AREA.SQM,HQ.NORTH.AREA.SQM,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_2
tower-north-ahu3-sat-sp,tower-north-ahu3-sat-sp,Supply_Air_Temperature_Setpoint,Air_Handling_Unit,Building_Main,setpoint,hvac,unassigned,deg_C,none,Standard Supply_Air_Temperature_Setpoint point for Building_Main in unassigned
FacilityAChlr2PowerKw,FacilityAChlr2PowerKw,Electric_Power_Sensor,Chiller,Chiller_2,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Chiller_2 in unassigned
BLDG1 VAV ZONE 1 AIR FLOW,BLDG1 VAV ZONE 1 AIR FLOW,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_1,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_1
facility.a.bldg.total.pwr.kw,facility.a.bldg.total.pwr.kw,Electric_Power_Sensor,Building,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
Tower-North-Chlr2-Chw-Stpt,Tower-North-Chlr2-Chw-Stpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_2,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_2 in unassigned
Bldg1Z2SolarFrac,Bldg1Z2SolarFrac,Solar_Factor_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_2,ratio,solar_factor,Standard Solar_Factor_Parameter point for Building_Main in zone_2
FACILITY/A/Z3/CZ/PARAM,FACILITY/A/Z3/CZ/PARAM,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_3
Tower_North_Outdoor_Temp_Sens,Tower_North_Outdoor_Temp_Sens,Outside_Air_Temperature_Sensor,Building,Building_Main,sensor,environment,unassigned,deg_C,none,Standard Outside_Air_Temperature_Sensor point for Building_Main in unassigned
Bldg1Floor1Z3Stpt,Bldg1Floor1Z3Stpt,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_3,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_3
Campus.Eng.Ahu2.Fan.Stat,Campus.Eng.Ahu2.Fan.Stat,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
Bldg1Chlr1ChwStpt,Bldg1Chlr1ChwStpt,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_1,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_1 in unassigned
TowerNorthAhu1FanStat,TowerNorthAhu1FanStat,Fan_Status,Air_Handling_Unit,Building_Main,status,hvac,unassigned,unknown,none,Standard Fan_Status point for Building_Main in unassigned
HQ_VAV_Z2_DAMPER_CMD,HQ_VAV_Z2_DAMPER_CMD,Damper_Position_Command,Variable_Air_Volume_Box,Building_Main,command,hvac,zone_2,ratio,none,Standard Damper_Position_Command point for Building_Main in zone_2
HOSPITAL.MAIN.ZONE.4.CO2.PPM,HOSPITAL.MAIN.ZONE.4.CO2.PPM,CO2_Level_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_4,ppm,none,Standard CO2_Level_Sensor point for Building_Main in zone_4
BLDG1_AHU3_FLTR_DP,BLDG1_AHU3_FLTR_DP,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
Hq/Vav/Perim/E/Air/Flow,Hq/Vav/Perim/E/Air/Flow,Air_Flow_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_4,m3/s,none,Standard Air_Flow_Sensor point for Building_Main in zone_4
Facility.A.Ahu3.Fan.Pwr.Kw,Facility.A.Ahu3.Fan.Pwr.Kw,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
hospital main solar ghi sens,hospital main solar ghi sens,Solar_Radiance_Sensor,Building,Building_Main,sensor,environment,unassigned,W/m2,none,Standard Solar_Radiance_Sensor point for Building_Main in unassigned
campus_eng_ahu2_fltr_dp,campus_eng_ahu2_fltr_dp,Filter_Differential_Pressure_Sensor,Air_Handling_Unit,Building_Main,sensor,hvac,unassigned,kPa,none,Standard Filter_Differential_Pressure_Sensor point for Building_Main in unassigned
BLDG1-CHLR1-CHW-STPT,BLDG1-CHLR1-CHW-STPT,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_1,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_1 in unassigned
FACILITY A CHLR1 SETPOINT,FACILITY A CHLR1 SETPOINT,Chilled_Water_Supply_Temperature_Setpoint,Chiller,Chiller_1,setpoint,hvac,unassigned,deg_C,none,Standard Chilled_Water_Supply_Temperature_Setpoint point for Chiller_1 in unassigned
BLDG1.FLOOR1.Z2.RAT,BLDG1.FLOOR1.Z2.RAT,Zone_Air_Temperature_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,hvac,zone_2,deg_C,none,Standard Zone_Air_Temperature_Sensor point for Building_Main in zone_2
BLDG1/AHU2/FAN/PWR/KW,BLDG1/AHU2/FAN/PWR/KW,Electric_Power_Sensor,Air_Handling_Unit,Building_Main,meter,electrical,unassigned,kW,none,Standard Electric_Power_Sensor point for Building_Main in unassigned
DATACENTER/WEST/ZONE/4/STPT,DATACENTER/WEST/ZONE/4/STPT,Zone_Air_Temperature_Setpoint,Variable_Air_Volume_Box,Building_Main,setpoint,hvac,zone_4,deg_C,none,Standard Zone_Air_Temperature_Setpoint point for Building_Main in zone_4
datacenter_west_floor1_z5_cm_param,datacenter_west_floor1_z5_cm_param,Thermal_Capacitance_Mass_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_5,kJ/K,C_m,Standard Thermal_Capacitance_Mass_Parameter point for Building_Main in zone_5
HQ_Z5_RH_SENS,HQ_Z5_RH_SENS,Relative_Humidity_Sensor,Variable_Air_Volume_Box,Building_Main,sensor,environment,zone_5,%,none,Standard Relative_Humidity_Sensor point for Building_Main in zone_5
Tower/North/South/Cz/Param,Tower/North/South/Cz/Param,Thermal_Capacitance_Air_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,kJ/K,C_z,Standard Thermal_Capacitance_Air_Parameter point for Building_Main in zone_3
CAMPUS/ENG/ZN3/AREA/SQM,CAMPUS/ENG/ZN3/AREA/SQM,Floor_Area_Parameter,Variable_Air_Volume_Box,Building_Main,parameter,thermal_model,zone_3,m2,floor_area_sqm,Standard Floor_Area_Parameter point for Building_Main in zone_3
